id,sku,title,summary,description,brand,material,fit,pattern,category,gender,age_group,color,size,price,discount,stock,condition,status,origin,thumbnail_url,image_urls,video_url,created_at,updated_at,image,name
69,SKU-00069,Fila Hat Brown XS,"Hat thời trang unisex chất liệu Silk, kiểu Loose, họa tiết Embroidered.","Sản phẩm hat cao cấp của thương hiệu Fila, màu Brown, size XS. Chất liệu Silk thoáng mát, phù hợp cho unisex. Kiểu dáng Loose, họa tiết Embroidered. Xuất xứ India. Giá gốc $224.11 với ưu đãi giảm 10%.",Fila,Silk,Loose,Embroidered,Hat,unisex,teen,Brown,XS,224.11,10,15,refurbished,0,India,https://example.com/images/hat_69.jpg,https://example.com/images/hat_69_1.jpg;https://example.com/images/hat_69_2.jpg,https://example.com/videos/hat_69.mp4,2025-08-16 19:33:25,2025-09-20 19:33:25,https://images.pexels.com/photos/31645096/pexels-photo-31645096.jpeg?auto=compress&cs=tinysrgb&h=350,Fila Hat Brown XS
70,SKU-00070,The North Face Hat Blue M,"Hat thời trang male chất liệu Leather, kiểu Regular, họa tiết Checked.","Sản phẩm hat cao cấp của thương hiệu The North Face, màu Blue, size M. Chất liệu Leather thoáng mát, phù hợp cho male. Kiểu dáng Regular, họa tiết Checked. Xuất xứ Bangladesh. Giá gốc $328.57 với ưu đãi giảm 50%.",The North Face,Leather,Regular,Checked,Hat,male,kids,Blue,M,328.57,50,110,new,0,Bangladesh,https://example.com/images/hat_70.jpg,https://example.com/images/hat_70_1.jpg;https://example.com/images/hat_70_2.jpg,https://example.com/videos/hat_70.mp4,2024-12-24 00:32:07,2025-01-27 00:32:07,https://images.pexels.com/photos/31868560/pexels-photo-31868560.jpeg?auto=compress&cs=tinysrgb&h=350,The North Face Hat Blue M
71,SKU-00071,New Balance Skirt Red L,"Skirt thời trang female chất liệu Silk, kiểu Relaxed, họa tiết Plain.","Sản phẩm skirt cao cấp của thương hiệu New Balance, màu Red, size L. Chất liệu Silk thoáng mát, phù hợp cho female. Kiểu dáng Relaxed, họa tiết Plain. Xuất xứ Bangladesh. Giá gốc $133.81 với ưu đãi giảm 10%.",New Balance,Silk,Relaxed,Plain,Skirt,female,teen,Red,L,133.81,10,128,new,1,Bangladesh,https://example.com/images/skirt_71.jpg,https://example.com/images/skirt_71_1.jpg;https://example.com/images/skirt_71_2.jpg,https://example.com/videos/skirt_71.mp4,2025-06-26 12:45:25,2025-08-13 12:45:25,https://images.pexels.com/photos/34591485/pexels-photo-34591485.jpeg?auto=compress&cs=tinysrgb&h=350,New Balance Skirt Red L
72,SKU-00072,Lacoste Hat Yellow XL,"Hat thời trang unisex chất liệu Canvas, kiểu Relaxed, họa tiết Embroidered.","Sản phẩm hat cao cấp của thương hiệu Lacoste, màu Yellow, size XL. Chất liệu Canvas thoáng mát, phù hợp cho unisex. Kiểu dáng Relaxed, họa tiết Embroidered. Xuất xứ Thailand. Giá gốc $93.95 với ưu đãi giảm 0%.",Lacoste,Canvas,Relaxed,Embroidered,Hat,unisex,kids,Yellow,XL,93.95,0,183,used,1,Thailand,https://example.com/images/hat_72.jpg,https://example.com/images/hat_72_1.jpg;https://example.com/images/hat_72_2.jpg,https://example.com/videos/hat_72.mp4,2025-08-25 09:51:55,2025-10-15 09:51:55,https://images.pexels.com/photos/18879336/pexels-photo-18879336.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,Lacoste Hat Yellow XL
73,SKU-00073,Hermes Shirt Green XL,"Shirt thời trang female chất liệu Canvas, kiểu Oversized, họa tiết Graphic.","Sản phẩm shirt cao cấp của thương hiệu Hermes, màu Green, size XL. Chất liệu Canvas thoáng mát, phù hợp cho female. Kiểu dáng Oversized, họa tiết Graphic. Xuất xứ Korea. Giá gốc $227.62 với ưu đãi giảm 25%.",Hermes,Canvas,Oversized,Graphic,Shirt,female,kids,Green,XL,227.62,25,51,refurbished,1,Korea,https://example.com/images/shirt_73.jpg,https://example.com/images/shirt_73_1.jpg;https://example.com/images/shirt_73_2.jpg,https://example.com/videos/shirt_73.mp4,2024-11-21 08:47:21,2024-12-21 08:47:21,https://images.pexels.com/photos/30267890/pexels-photo-30267890.jpeg?auto=compress&cs=tinysrgb&h=350,Hermes Shirt Green XL
74,SKU-00074,Under Armour Jacket Brown M,"Jacket thời trang male chất liệu Linen, kiểu Tapered, họa tiết Striped.","Sản phẩm jacket cao cấp của thương hiệu Under Armour, màu Brown, size M. Chất liệu Linen thoáng mát, phù hợp cho male. Kiểu dáng Tapered, họa tiết Striped. Xuất xứ Korea. Giá gốc $209.36 với ưu đãi giảm 20%.",Under Armour,Linen,Tapered,Striped,Jacket,male,teen,Brown,M,209.36,20,135,used,0,Korea,https://example.com/images/jacket_74.jpg,https://example.com/images/jacket_74_1.jpg;https://example.com/images/jacket_74_2.jpg,https://example.com/videos/jacket_74.mp4,2025-01-23 12:34:25,2025-01-24 12:34:25,https://images.pexels.com/photos/27018347/pexels-photo-27018347.jpeg?auto=compress&cs=tinysrgb&h=350,Under Armour Jacket Brown M
75,SKU-00075,Calvin Klein Shirt White XS,"Shirt thời trang unisex chất liệu Linen, kiểu Straight, họa tiết Plain.","Sản phẩm shirt cao cấp của thương hiệu Calvin Klein, màu White, size XS. Chất liệu Linen thoáng mát, phù hợp cho unisex. Kiểu dáng Straight, họa tiết Plain. Xuất xứ Italy. Giá gốc $395.56 với ưu đãi giảm 40%.",Calvin Klein,Linen,Straight,Plain,Shirt,unisex,teen,White,XS,395.56,40,129,used,1,Italy,https://example.com/images/shirt_75.jpg,https://example.com/images/shirt_75_1.jpg;https://example.com/images/shirt_75_2.jpg,https://example.com/videos/shirt_75.mp4,2025-02-15 10:10:32,2025-04-03 10:10:32,https://images.pexels.com/photos/6417993/pexels-photo-6417993.jpeg?auto=compress&cs=tinysrgb&h=350,Calvin Klein Shirt White XS
76,SKU-00076,Gucci Jeans Gray XL,"Jeans thời trang male chất liệu Cotton, kiểu Tapered, họa tiết Plain.","Sản phẩm jeans cao cấp của thương hiệu Gucci, màu Gray, size XL. Chất liệu Cotton thoáng mát, phù hợp cho male. Kiểu dáng Tapered, họa tiết Plain. Xuất xứ Korea. Giá gốc $240.97 với ưu đãi giảm 25%.",Gucci,Cotton,Tapered,Plain,Jeans,male,kids,Gray,XL,240.97,25,125,used,0,Korea,https://example.com/images/jeans_76.jpg,https://example.com/images/jeans_76_1.jpg;https://example.com/images/jeans_76_2.jpg,https://example.com/videos/jeans_76.mp4,2024-12-30 23:26:33,2024-12-30 23:26:33,https://images.pexels.com/photos/9185853/pexels-photo-9185853.jpeg?auto=compress&cs=tinysrgb&h=350,Gucci Jeans Gray XL
77,SKU-00077,Fila Dress Blue XXL,"Dress thời trang male chất liệu Silk, kiểu Relaxed, họa tiết Solid.","Sản phẩm dress cao cấp của thương hiệu Fila, màu Blue, size XXL. Chất liệu Silk thoáng mát, phù hợp cho male. Kiểu dáng Relaxed, họa tiết Solid. Xuất xứ India. Giá gốc $148.63 với ưu đãi giảm 20%.",Fila,Silk,Relaxed,Solid,Dress,male,kids,Blue,XXL,148.63,20,19,new,0,India,https://example.com/images/dress_77.jpg,https://example.com/images/dress_77_1.jpg;https://example.com/images/dress_77_2.jpg,https://example.com/videos/dress_77.mp4,2025-07-04 15:45:36,2025-08-11 15:45:36,https://images.pexels.com/photos/2491123/pexels-photo-2491123.jpeg?auto=compress&cs=tinysrgb&h=350,Fila Dress Blue XXL
78,SKU-00078,Uniqlo Shorts Green XL,"Shorts thời trang male chất liệu Cotton, kiểu Loose, họa tiết Plain.","Sản phẩm shorts cao cấp của thương hiệu Uniqlo, màu Green, size XL. Chất liệu Cotton thoáng mát, phù hợp cho male. Kiểu dáng Loose, họa tiết Plain. Xuất xứ Korea. Giá gốc $467.91 với ưu đãi giảm 20%.",Uniqlo,Cotton,Loose,Plain,Shorts,male,adult,Green,XL,467.91,20,183,used,0,Korea,https://example.com/images/shorts_78.jpg,https://example.com/images/shorts_78_1.jpg;https://example.com/images/shorts_78_2.jpg,https://example.com/videos/shorts_78.mp4,2025-05-16 19:07:02,2025-06-03 19:07:02,https://images.pexels.com/photos/7310023/pexels-photo-7310023.jpeg?auto=compress&cs=tinysrgb&h=350,Uniqlo Shorts Green XL
79,SKU-00079,Under Armour T-Shirt Pink L,"T-Shirt thời trang female chất liệu Canvas, kiểu Slim, họa tiết Checked.","Sản phẩm t-shirt cao cấp của thương hiệu Under Armour, màu Pink, size L. Chất liệu Canvas thoáng mát, phù hợp cho female. Kiểu dáng Slim, họa tiết Checked. Xuất xứ Vietnam. Giá gốc $420.11 với ưu đãi giảm 30%.",Under Armour,Canvas,Slim,Checked,T-Shirt,female,kids,Pink,L,420.11,30,89,used,0,Vietnam,https://example.com/images/t-shirt_79.jpg,https://example.com/images/t-shirt_79_1.jpg;https://example.com/images/t-shirt_79_2.jpg,https://example.com/videos/t-shirt_79.mp4,2025-07-25 05:26:41,2025-08-17 05:26:41,https://images.pexels.com/photos/23859380/pexels-photo-23859380.jpeg?auto=compress&cs=tinysrgb&h=350,Under Armour T-Shirt Pink L
80,SKU-00080,Levi's Shorts Green L,"Shorts thời trang male chất liệu Nylon, kiểu Regular, họa tiết Solid.","Sản phẩm shorts cao cấp của thương hiệu Levi's, màu Green, size L. Chất liệu Nylon thoáng mát, phù hợp cho male. Kiểu dáng Regular, họa tiết Solid. Xuất xứ Vietnam. Giá gốc $436.23 với ưu đãi giảm 15%.",Levi's,Nylon,Regular,Solid,Shorts,male,teen,Green,L,436.23,15,102,used,1,Vietnam,https://example.com/images/shorts_80.jpg,https://example.com/images/shorts_80_1.jpg;https://example.com/images/shorts_80_2.jpg,https://example.com/videos/shorts_80.mp4,2025-07-02 15:40:16,2025-07-23 15:40:16,https://images.pexels.com/photos/8093213/pexels-photo-8093213.jpeg?auto=compress&cs=tinysrgb&h=350,Levi's Shorts Green L
81,SKU-00081,Puma Shirt Blue S,"Shirt thời trang unisex chất liệu Cotton, kiểu Relaxed, họa tiết Striped.","Sản phẩm shirt cao cấp của thương hiệu Puma, màu Blue, size S. Chất liệu Cotton thoáng mát, phù hợp cho unisex. Kiểu dáng Relaxed, họa tiết Striped. Xuất xứ Korea. Giá gốc $35.89 với ưu đãi giảm 40%.",Puma,Cotton,Relaxed,Striped,Shirt,unisex,teen,Blue,S,35.89,40,24,refurbished,1,Korea,https://example.com/images/shirt_81.jpg,https://example.com/images/shirt_81_1.jpg;https://example.com/images/shirt_81_2.jpg,https://example.com/videos/shirt_81.mp4,2024-12-29 19:03:54,2025-01-13 19:03:54,https://images.pexels.com/photos/10786902/pexels-photo-10786902.jpeg?auto=compress&cs=tinysrgb&h=350,Puma Shirt Blue S
82,SKU-00082,Lacoste Shirt Pink S,"Shirt thời trang female chất liệu Cotton, kiểu Slim, họa tiết Solid.","Sản phẩm shirt cao cấp của thương hiệu Lacoste, màu Pink, size S. Chất liệu Cotton thoáng mát, phù hợp cho female. Kiểu dáng Slim, họa tiết Solid. Xuất xứ China. Giá gốc $18.76 với ưu đãi giảm 40%.",Lacoste,Cotton,Slim,Solid,Shirt,female,kids,Pink,S,18.76,40,20,new,0,China,https://example.com/images/shirt_82.jpg,https://example.com/images/shirt_82_1.jpg;https://example.com/images/shirt_82_2.jpg,https://example.com/videos/shirt_82.mp4,2025-07-03 16:57:43,2025-08-26 16:57:43,https://images.pexels.com/photos/11681763/pexels-photo-11681763.jpeg?auto=compress&cs=tinysrgb&h=350,Lacoste Shirt Pink S
83,SKU-00083,Levi's Dress Red XXL,"Dress thời trang male chất liệu Denim, kiểu Oversized, họa tiết Embroidered.","Sản phẩm dress cao cấp của thương hiệu Levi's, màu Red, size XXL. Chất liệu Denim thoáng mát, phù hợp cho male. Kiểu dáng Oversized, họa tiết Embroidered. Xuất xứ France. Giá gốc $180.3 với ưu đãi giảm 50%.",Levi's,Denim,Oversized,Embroidered,Dress,male,kids,Red,XXL,180.3,50,44,refurbished,0,France,https://example.com/images/dress_83.jpg,https://example.com/images/dress_83_1.jpg;https://example.com/images/dress_83_2.jpg,https://example.com/videos/dress_83.mp4,2024-11-23 05:26:26,2025-01-06 05:26:26,https://images.pexels.com/photos/5885506/pexels-photo-5885506.jpeg?auto=compress&cs=tinysrgb&h=350,Levi's Dress Red XXL
84,SKU-00084,Reebok Shorts Green XXL,"Shorts thời trang female chất liệu Nylon, kiểu Relaxed, họa tiết Graphic.","Sản phẩm shorts cao cấp của thương hiệu Reebok, màu Green, size XXL. Chất liệu Nylon thoáng mát, phù hợp cho female. Kiểu dáng Relaxed, họa tiết Graphic. Xuất xứ Thailand. Giá gốc $430.3 với ưu đãi giảm 0%.",Reebok,Nylon,Relaxed,Graphic,Shorts,female,teen,Green,XXL,430.3,0,20,new,1,Thailand,https://example.com/images/shorts_84.jpg,https://example.com/images/shorts_84_1.jpg;https://example.com/images/shorts_84_2.jpg,https://example.com/videos/shorts_84.mp4,2024-12-11 21:59:55,2024-12-21 21:59:55,https://images.pexels.com/photos/9594432/pexels-photo-9594432.jpeg?auto=compress&cs=tinysrgb&h=350,Reebok Shorts Green XXL
85,SKU-00085,Puma Dress Red XXL,"Dress thời trang female chất liệu Linen, kiểu Regular, họa tiết Graphic.","Sản phẩm dress cao cấp của thương hiệu Puma, màu Red, size XXL. Chất liệu Linen thoáng mát, phù hợp cho female. Kiểu dáng Regular, họa tiết Graphic. Xuất xứ Japan. Giá gốc $44.99 với ưu đãi giảm 5%.",Puma,Linen,Regular,Graphic,Dress,female,teen,Red,XXL,44.99,5,113,used,1,Japan,https://example.com/images/dress_85.jpg,https://example.com/images/dress_85_1.jpg;https://example.com/images/dress_85_2.jpg,https://example.com/videos/dress_85.mp4,2025-08-05 14:43:52,2025-10-03 14:43:52,https://images.pexels.com/photos/11031814/pexels-photo-11031814.png?auto=compress&cs=tinysrgb&h=350,Puma Dress Red XXL
86,SKU-00086,New Balance Dress Beige S,"Dress thời trang male chất liệu Nylon, kiểu Oversized, họa tiết Striped.","Sản phẩm dress cao cấp của thương hiệu New Balance, màu Beige, size S. Chất liệu Nylon thoáng mát, phù hợp cho male. Kiểu dáng Oversized, họa tiết Striped. Xuất xứ Italy. Giá gốc $493.5 với ưu đãi giảm 0%.",New Balance,Nylon,Oversized,Striped,Dress,male,teen,Beige,S,493.5,0,25,new,0,Italy,https://example.com/images/dress_86.jpg,https://example.com/images/dress_86_1.jpg;https://example.com/images/dress_86_2.jpg,https://example.com/videos/dress_86.mp4,2025-06-16 13:56:14,2025-08-13 13:56:14,https://images.pexels.com/photos/9594418/pexels-photo-9594418.jpeg?auto=compress&cs=tinysrgb&h=350,New Balance Dress Beige S
87,SKU-00087,Chanel Hat Black M,"Hat thời trang male chất liệu Wool, kiểu Regular, họa tiết Graphic.","Sản phẩm hat cao cấp của thương hiệu Chanel, màu Black, size M. Chất liệu Wool thoáng mát, phù hợp cho male. Kiểu dáng Regular, họa tiết Graphic. Xuất xứ Italy. Giá gốc $137.61 với ưu đãi giảm 5%.",Chanel,Wool,Regular,Graphic,Hat,male,adult,Black,M,137.61,5,171,new,1,Italy,https://example.com/images/hat_87.jpg,https://example.com/images/hat_87_1.jpg;https://example.com/images/hat_87_2.jpg,https://example.com/videos/hat_87.mp4,2025-07-01 00:27:03,2025-07-08 00:27:03,https://images.pexels.com/photos/9185787/pexels-photo-9185787.jpeg?auto=compress&cs=tinysrgb&h=350,Chanel Hat Black M
88,SKU-00088,New Balance T-Shirt Green XL,"T-Shirt thời trang unisex chất liệu Nylon, kiểu Loose, họa tiết Striped.","Sản phẩm t-shirt cao cấp của thương hiệu New Balance, màu Green, size XL. Chất liệu Nylon thoáng mát, phù hợp cho unisex. Kiểu dáng Loose, họa tiết Striped. Xuất xứ India. Giá gốc $262.13 với ưu đãi giảm 20%.",New Balance,Nylon,Loose,Striped,T-Shirt,unisex,teen,Green,XL,262.13,20,59,new,1,India,https://example.com/images/t-shirt_88.jpg,https://example.com/images/t-shirt_88_1.jpg;https://example.com/images/t-shirt_88_2.jpg,https://example.com/videos/t-shirt_88.mp4,2025-05-08 18:47:40,2025-06-13 18:47:40,https://images.pexels.com/photos/8788687/pexels-photo-8788687.jpeg?auto=compress&cs=tinysrgb&h=350,New Balance T-Shirt Green XL
89,SKU-00089,Adidas Bag White L,"Bag thời trang unisex chất liệu Suede, kiểu Tapered, họa tiết Printed.","Sản phẩm bag cao cấp của thương hiệu Adidas, màu White, size L. Chất liệu Suede thoáng mát, phù hợp cho unisex. Kiểu dáng Tapered, họa tiết Printed. Xuất xứ India. Giá gốc $377.94 với ưu đãi giảm 30%.",Adidas,Suede,Tapered,Printed,Bag,unisex,kids,White,L,377.94,30,80,refurbished,1,India,https://example.com/images/bag_89.jpg,https://example.com/images/bag_89_1.jpg;https://example.com/images/bag_89_2.jpg,https://example.com/videos/bag_89.mp4,2025-07-25 18:53:04,2025-08-05 18:53:04,https://images.pexels.com/photos/4614190/pexels-photo-4614190.jpeg?auto=compress&cs=tinysrgb&h=350,Adidas Bag White L
90,SKU-00090,Adidas Skirt Yellow S,"Skirt thời trang female chất liệu Canvas, kiểu Straight, họa tiết Striped.","Sản phẩm skirt cao cấp của thương hiệu Adidas, màu Yellow, size S. Chất liệu Canvas thoáng mát, phù hợp cho female. Kiểu dáng Straight, họa tiết Striped. Xuất xứ China. Giá gốc $186.75 với ưu đãi giảm 20%.",Adidas,Canvas,Straight,Striped,Skirt,female,kids,Yellow,S,186.75,20,171,new,0,China,https://example.com/images/skirt_90.jpg,https://example.com/images/skirt_90_1.jpg;https://example.com/images/skirt_90_2.jpg,https://example.com/videos/skirt_90.mp4,2025-06-06 23:59:26,2025-06-17 23:59:26,https://images.pexels.com/photos/9594079/pexels-photo-9594079.jpeg?auto=compress&cs=tinysrgb&h=350,Adidas Skirt Yellow S
91,SKU-00091,Converse Skirt Beige L,"Skirt thời trang female chất liệu Silk, kiểu Straight, họa tiết Printed.","Sản phẩm skirt cao cấp của thương hiệu Converse, màu Beige, size L. Chất liệu Silk thoáng mát, phù hợp cho female. Kiểu dáng Straight, họa tiết Printed. Xuất xứ USA. Giá gốc $21.59 với ưu đãi giảm 10%.",Converse,Silk,Straight,Printed,Skirt,female,kids,Beige,L,21.59,10,123,refurbished,1,USA,https://example.com/images/skirt_91.jpg,https://example.com/images/skirt_91_1.jpg;https://example.com/images/skirt_91_2.jpg,https://example.com/videos/skirt_91.mp4,2025-07-28 20:31:21,2025-08-09 20:31:21,https://images.pexels.com/photos/9594426/pexels-photo-9594426.jpeg?auto=compress&cs=tinysrgb&h=350,Converse Skirt Beige L
92,SKU-00092,Chanel Hat White XL,"Hat thời trang unisex chất liệu Cotton, kiểu Tapered, họa tiết Solid.","Sản phẩm hat cao cấp của thương hiệu Chanel, màu White, size XL. Chất liệu Cotton thoáng mát, phù hợp cho unisex. Kiểu dáng Tapered, họa tiết Solid. Xuất xứ China. Giá gốc $307.56 với ưu đãi giảm 10%.",Chanel,Cotton,Tapered,Solid,Hat,unisex,teen,White,XL,307.56,10,92,used,0,China,https://example.com/images/hat_92.jpg,https://example.com/images/hat_92_1.jpg;https://example.com/images/hat_92_2.jpg,https://example.com/videos/hat_92.mp4,2024-10-31 19:30:02,2024-11-01 19:30:02,https://images.pexels.com/photos/32840114/pexels-photo-32840114.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,Chanel Hat White XL
93,SKU-00093,Zara Shorts Yellow XL,"Shorts thời trang male chất liệu Polyester, kiểu Tapered, họa tiết Striped.","Sản phẩm shorts cao cấp của thương hiệu Zara, màu Yellow, size XL. Chất liệu Polyester thoáng mát, phù hợp cho male. Kiểu dáng Tapered, họa tiết Striped. Xuất xứ Italy. Giá gốc $470.92 với ưu đãi giảm 5%.",Zara,Polyester,Tapered,Striped,Shorts,male,teen,Yellow,XL,470.92,5,4,used,1,Italy,https://example.com/images/shorts_93.jpg,https://example.com/images/shorts_93_1.jpg;https://example.com/images/shorts_93_2.jpg,https://example.com/videos/shorts_93.mp4,2025-04-18 09:20:09,2025-06-12 09:20:09,https://images.pexels.com/photos/8801073/pexels-photo-8801073.jpeg?auto=compress&cs=tinysrgb&h=350,Zara Shorts Yellow XL
94,SKU-00094,Levi's Shirt Brown XXL,"Shirt thời trang female chất liệu Nylon, kiểu Loose, họa tiết Plain.","Sản phẩm shirt cao cấp của thương hiệu Levi's, màu Brown, size XXL. Chất liệu Nylon thoáng mát, phù hợp cho female. Kiểu dáng Loose, họa tiết Plain. Xuất xứ Korea. Giá gốc $415.41 với ưu đãi giảm 50%.",Levi's,Nylon,Loose,Plain,Shirt,female,kids,Brown,XXL,415.41,50,100,used,1,Korea,https://example.com/images/shirt_94.jpg,https://example.com/images/shirt_94_1.jpg;https://example.com/images/shirt_94_2.jpg,https://example.com/videos/shirt_94.mp4,2024-11-23 05:40:46,2025-01-15 05:40:46,https://images.pexels.com/photos/20298285/pexels-photo-20298285.png?auto=compress&cs=tinysrgb&h=350,Levi's Shirt Brown XXL
95,SKU-00095,Under Armour Shirt Red XXL,"Shirt thời trang male chất liệu Cotton, kiểu Regular, họa tiết Striped.","Sản phẩm shirt cao cấp của thương hiệu Under Armour, màu Red, size XXL. Chất liệu Cotton thoáng mát, phù hợp cho male. Kiểu dáng Regular, họa tiết Striped. Xuất xứ China. Giá gốc $82.84 với ưu đãi giảm 5%.",Under Armour,Cotton,Regular,Striped,Shirt,male,kids,Red,XXL,82.84,5,93,used,0,China,https://example.com/images/shirt_95.jpg,https://example.com/images/shirt_95_1.jpg;https://example.com/images/shirt_95_2.jpg,https://example.com/videos/shirt_95.mp4,2025-07-13 04:49:23,2025-08-09 04:49:23,https://images.pexels.com/photos/1709/bow-tie-fashion-instagram-dickey-bow.jpg?auto=compress&cs=tinysrgb&h=350,Under Armour Shirt Red XXL
96,SKU-00096,Zara Hat Gray L,"Hat thời trang male chất liệu Silk, kiểu Tapered, họa tiết Striped.","Sản phẩm hat cao cấp của thương hiệu Zara, màu Gray, size L. Chất liệu Silk thoáng mát, phù hợp cho male. Kiểu dáng Tapered, họa tiết Striped. Xuất xứ Vietnam. Giá gốc $236.58 với ưu đãi giảm 40%.",Zara,Silk,Tapered,Striped,Hat,male,adult,Gray,L,236.58,40,196,new,1,Vietnam,https://example.com/images/hat_96.jpg,https://example.com/images/hat_96_1.jpg;https://example.com/images/hat_96_2.jpg,https://example.com/videos/hat_96.mp4,2025-01-27 20:57:35,2025-03-10 20:57:35,https://images.pexels.com/photos/20777875/pexels-photo-20777875.jpeg?auto=compress&cs=tinysrgb&h=350,Zara Hat Gray L
97,SKU-00097,Zara Jacket Brown M,"Jacket thời trang male chất liệu Cotton, kiểu Straight, họa tiết Embroidered.","Sản phẩm jacket cao cấp của thương hiệu Zara, màu Brown, size M. Chất liệu Cotton thoáng mát, phù hợp cho male. Kiểu dáng Straight, họa tiết Embroidered. Xuất xứ Thailand. Giá gốc $192.27 với ưu đãi giảm 10%.",Zara,Cotton,Straight,Embroidered,Jacket,male,teen,Brown,M,192.27,10,111,refurbished,0,Thailand,https://example.com/images/jacket_97.jpg,https://example.com/images/jacket_97_1.jpg;https://example.com/images/jacket_97_2.jpg,https://example.com/videos/jacket_97.mp4,2025-10-05 15:40:43,2025-11-26 15:40:43,https://images.pexels.com/photos/27658532/pexels-photo-27658532.jpeg?auto=compress&cs=tinysrgb&h=350,Zara Jacket Brown M
98,SKU-00098,Dior Hat Pink XS,"Hat thời trang female chất liệu Wool, kiểu Tapered, họa tiết Graphic.","Sản phẩm hat cao cấp của thương hiệu Dior, màu Pink, size XS. Chất liệu Wool thoáng mát, phù hợp cho female. Kiểu dáng Tapered, họa tiết Graphic. Xuất xứ Bangladesh. Giá gốc $363.27 với ưu đãi giảm 40%.",Dior,Wool,Tapered,Graphic,Hat,female,kids,Pink,XS,363.27,40,59,refurbished,1,Bangladesh,https://example.com/images/hat_98.jpg,https://example.com/images/hat_98_1.jpg;https://example.com/images/hat_98_2.jpg,https://example.com/videos/hat_98.mp4,2025-01-11 23:13:09,2025-03-04 23:13:09,https://images.pexels.com/photos/19049367/pexels-photo-19049367.png?auto=compress&cs=tinysrgb&h=350,Dior Hat Pink XS
99,SKU-00099,Calvin Klein Shorts White S,"Shorts thời trang male chất liệu Polyester, kiểu Straight, họa tiết Checked.","Sản phẩm shorts cao cấp của thương hiệu Calvin Klein, màu White, size S. Chất liệu Polyester thoáng mát, phù hợp cho male. Kiểu dáng Straight, họa tiết Checked. Xuất xứ China. Giá gốc $203.93 với ưu đãi giảm 10%.",Calvin Klein,Polyester,Straight,Checked,Shorts,male,adult,White,S,203.93,10,48,refurbished,1,China,https://example.com/images/shorts_99.jpg,https://example.com/images/shorts_99_1.jpg;https://example.com/images/shorts_99_2.jpg,https://example.com/videos/shorts_99.mp4,2025-07-20 23:24:42,2025-07-30 23:24:42,https://images.pexels.com/photos/27352801/pexels-photo-27352801.png?auto=compress&cs=tinysrgb&h=350,Calvin Klein Shorts White S
100,SKU-00100,Under Armour Hat Yellow L,"Hat thời trang unisex chất liệu Cotton, kiểu Oversized, họa tiết Checked.","Sản phẩm hat cao cấp của thương hiệu Under Armour, màu Yellow, size L. Chất liệu Cotton thoáng mát, phù hợp cho unisex. Kiểu dáng Oversized, họa tiết Checked. Xuất xứ Korea. Giá gốc $86.8 với ưu đãi giảm 0%.",Under Armour,Cotton,Oversized,Checked,Hat,unisex,adult,Yellow,L,86.8,0,74,used,0,Korea,https://example.com/images/hat_100.jpg,https://example.com/images/hat_100_1.jpg;https://example.com/images/hat_100_2.jpg,https://example.com/videos/hat_100.mp4,2025-02-11 21:32:43,2025-03-23 21:32:43,https://images.pexels.com/photos/34624376/pexels-photo-34624376.jpeg?auto=compress&cs=tinysrgb&h=350,Under Armour Hat Yellow L
101,SKU-00101,The North Face Jeans Blue XXL,"Jeans thời trang male chất liệu Silk, kiểu Tapered, họa tiết Plain.","Sản phẩm jeans cao cấp của thương hiệu The North Face, màu Blue, size XXL. Chất liệu Silk thoáng mát, phù hợp cho male. Kiểu dáng Tapered, họa tiết Plain. Xuất xứ China. Giá gốc $150.52 với ưu đãi giảm 5%.",The North Face,Silk,Tapered,Plain,Jeans,male,teen,Blue,XXL,150.52,5,29,new,0,China,https://example.com/images/jeans_101.jpg,https://example.com/images/jeans_101_1.jpg;https://example.com/images/jeans_101_2.jpg,https://example.com/videos/jeans_101.mp4,2024-11-19 08:22:42,2024-12-17 08:22:42,https://images.pexels.com/photos/9298851/pexels-photo-9298851.jpeg?auto=compress&cs=tinysrgb&h=350,The North Face Jeans Blue XXL
102,SKU-00102,Reebok Jacket Gray L,"Jacket thời trang male chất liệu Suede, kiểu Straight, họa tiết Printed.","Sản phẩm jacket cao cấp của thương hiệu Reebok, màu Gray, size L. Chất liệu Suede thoáng mát, phù hợp cho male. Kiểu dáng Straight, họa tiết Printed. Xuất xứ Vietnam. Giá gốc $97.54 với ưu đãi giảm 0%.",Reebok,Suede,Straight,Printed,Jacket,male,kids,Gray,L,97.54,0,194,new,0,Vietnam,https://example.com/images/jacket_102.jpg,https://example.com/images/jacket_102_1.jpg;https://example.com/images/jacket_102_2.jpg,https://example.com/videos/jacket_102.mp4,2025-01-04 07:01:32,2025-01-25 07:01:32,https://images.pexels.com/photos/8250132/pexels-photo-8250132.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,Reebok Jacket Gray L
